id,area,feature,user_story,expected_behavior,paths,test_method,status,last_result,issues,fixed_in,retest_status,screenshot,source_basis
MOB-072,Site page,Mobile page load: /404,"As a mobile visitor, I can open /404 and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/404,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,404 title=Stanley Systems | AI Office Map h1=Looks like this page moved or never existed.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-073,Site page,CTA/link: tel:+16179586372,"As a mobile visitor on /404, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-074,Site page,CTA/link: Start Free,"As a mobile visitor on /404, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-075,Site page,CTA/link: Map,"As a mobile visitor on /404, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-076,Site page,CTA/link: Stanley Systems,"As a mobile visitor on /404, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-077,Site page,CTA/link: Back to homepage,"As a mobile visitor on /404, I can tap “Back to homepage” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-078,Site page,CTA/link: Contact Stanley Systems,"As a mobile visitor on /404, I can tap “Contact Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /contact,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/contact,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-079,Site page,CTA/link: View blog,"As a mobile visitor on /404, I can tap “View blog” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /blog,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/blog,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-080,Site page,CTA/link: AI Office Map,"As a mobile visitor on /404, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/404 -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered mobile DOM anchors
MOB-081,Site page,Form/interactive flow: /404,"As a mobile visitor, I can see and use the form or interactive flow on /404 without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/404,"Side-effect-safe render inspection. Found 0 form(s), 41 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/072-404.png,Rendered forms/buttons + source fetch calls searched separately
MOB-082,Site page,Mobile page load: /about,"As a mobile visitor, I can open /about and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/about,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=Stanley Systems | AI Office Map h1=Home-service companies do good field work. Profit gets slowed down in office drag.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-083,Site page,CTA/link: tel:+16179586372,"As a mobile visitor on /about, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-084,Site page,CTA/link: Start Free,"As a mobile visitor on /about, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-085,Site page,CTA/link: Map,"As a mobile visitor on /about, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-086,Site page,CTA/link: Stanley Systems,"As a mobile visitor on /about, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-087,Site page,CTA/link: Book the AI Office Map,"As a mobile visitor on /about, I can tap “Book the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-088,Site page,CTA/link: Calculate Your Admin Drag,"As a mobile visitor on /about, I can tap “Calculate Your Admin Drag” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /invoicing-delay-cash-flow-calculator,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/invoicing-delay-cash-flow-calculator,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-089,Site page,CTA/link: AI Office Map,"As a mobile visitor on /about, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-090,Site page,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /about, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/about -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered mobile DOM anchors
MOB-091,Site page,Form/interactive flow: /about,"As a mobile visitor, I can see and use the form or interactive flow on /about without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/about,"Side-effect-safe render inspection. Found 0 form(s), 40 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/082-about.png,Rendered forms/buttons + source fetch calls searched separately
MOB-092,Machine-readable docs,Mobile page load: /about.md,"As a mobile visitor, I can open /about.md and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/about.md,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=(none) h1=(none),,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/092-about_md.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-093,Blueprint funnel,Mobile page load: /ai-office-blueprint.md,"As a mobile visitor, I can open /ai-office-blueprint.md and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/ai-office-blueprint.md,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=(none) h1=(none),,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/093-ai-office-blueprint_md.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-094,Blueprint funnel,Mobile page load: /ai-office-blueprint/sample,"As a mobile visitor, I can open /ai-office-blueprint/sample and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/ai-office-blueprint/sample,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,"200 title=Free AI Office Blueprint | Stanley Systems h1=Get the Free
AI Office Blueprint",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-095,Blueprint funnel,CTA/link: tel:+16179586372,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-096,Blueprint funnel,CTA/link: Start Free,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-097,Blueprint funnel,CTA/link: Map,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-098,Blueprint funnel,CTA/link: Stanley Systems,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-099,Blueprint funnel,CTA/link: Get the AI Office Map,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Get the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-100,Blueprint funnel,CTA/link: Need the full Map instead?,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Need the full Map instead?” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-101,Blueprint funnel,CTA/link: AI Office Map,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-102,Blueprint funnel,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /ai-office-blueprint/sample, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/ai-office-blueprint/sample -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered mobile DOM anchors
MOB-103,Blueprint funnel,Form/interactive flow: /ai-office-blueprint/sample,"As a mobile visitor, I can see and use the form or interactive flow on /ai-office-blueprint/sample without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/ai-office-blueprint/sample,"Side-effect-safe render inspection. Found 0 form(s), 45 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/094-ai-office-blueprint__sample.png,Rendered forms/buttons + source fetch calls searched separately
MOB-104,AI Office Map funnel,Mobile page load: /ai-office-map.md,"As a mobile visitor, I can open /ai-office-map.md and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/ai-office-map.md,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=(none) h1=(none),,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/104-ai-office-map_md.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-105,Site page,Mobile page load: /audit-intake,"As a mobile visitor, I can open /audit-intake and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/audit-intake,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=AI Office Map Intake | Stanley Systems h1=Send the work details before the AI Office Map session.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-106,Site page,CTA/link: tel:+16179586372,"As a mobile visitor on /audit-intake, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-107,Site page,CTA/link: Start Free,"As a mobile visitor on /audit-intake, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-108,Site page,CTA/link: Map,"As a mobile visitor on /audit-intake, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-109,Site page,CTA/link: Stanley Systems,"As a mobile visitor on /audit-intake, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-110,Site page,CTA/link: Email intake instead,"As a mobile visitor on /audit-intake, I can tap “Email intake instead” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> mailto:jaden@stanley-systems.com?subject=AI%20Office%20Map%20intake&body=Name%3A%0AEmail%3A%0APhone%3A%0A%0ABusiness%20type%3A%0AField%2Fjob%2FCRM%2Fdispatch%2Fshop%20system%3A%0AAccounting%2Fbilling%2Finvoice%2Fpayment%20system%3A%0ARough%20monthly%20volume%3A%0A%0AWho%20handles%20billing%20or%20follow-up%3A%0AWhere%20work%20gets%20stuck%3A%0AInvoice%20timing%20after%20job%20completion%3A%0AEstimate%20follow-up%20issue%3A%0A%0AGoogle%20reviews%20now%3A%0AReferrals%20tracked%20now%3A%0APreferred%20review%20method%3A%0AAnything%20else%3A,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-111,Site page,CTA/link: AI Office Map,"As a mobile visitor on /audit-intake, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-112,Site page,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /audit-intake, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-113,Site page,CTA/link: AI Office Installation Sprint,"As a mobile visitor on /audit-intake, I can tap “AI Office Installation Sprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-intake -> /systems-installation-sprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/systems-installation-sprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered mobile DOM anchors
MOB-114,Site page,Form/interactive flow: /audit-intake,"As a mobile visitor, I can see and use the form or interactive flow on /audit-intake without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/audit-intake,"Side-effect-safe render inspection. Found 1 form(s), 40 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[{""inputs"":[{""name"":""name"",""type"":""input"",""required"":true,""placeholder"":""""},{""name"":""email"",""type"":""email"",""required"":true,""placeholder"":""""},{""name"":""phone"",""type"":""tel"",""required"":true,""placeholder"":""""},{""name"":""business"",""type"":""input"",""required"":true,""placeholder"":""""},{""name"":""businessType"",""type"":""input"",""required"":false,""placeholder"":""HVAC, plumbing, marine, roofing...""},{""name"":""moneyStuck"",""type"":""textarea"",""required"":true,""placeholder"":""Late invoices, open balances, missed reviews, old customers going quiet...""},{""name"":""workflowContext"",""type"":""textarea"",""required"":true,""placeholder"":""Tools used, who handles billing, invoice timing, review/referral process, preferred access method...""}],""submits"":[""Send Assessment Intake""]}]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/105-audit-intake.png,Rendered forms/buttons + source fetch calls searched separately
MOB-115,Site page,Mobile page load: /audit-started,"As a mobile visitor, I can open /audit-started and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/audit-started,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=AI Office Map Started | Stanley Systems h1=Your AI Office Map is paid. Complete the intake next.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-116,Site page,CTA/link: tel:+16179586372,"As a mobile visitor on /audit-started, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-117,Site page,CTA/link: Start Free,"As a mobile visitor on /audit-started, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-118,Site page,CTA/link: Map,"As a mobile visitor on /audit-started, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-119,Site page,CTA/link: Stanley Systems,"As a mobile visitor on /audit-started, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-120,Site page,CTA/link: Complete AI Office Map intake,"As a mobile visitor on /audit-started, I can tap “Complete AI Office Map intake” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /audit-intake,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/audit-intake,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-121,Site page,CTA/link: Send me the booking link by email,"As a mobile visitor on /audit-started, I can tap “Send me the booking link by email” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> mailto:jaden@stanley-systems.com?subject=AI%20Office%20Map%20booking%20link,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-122,Site page,CTA/link: AI Office Map,"As a mobile visitor on /audit-started, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
MOB-123,Site page,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /audit-started, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/audit-started -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/115-audit-started.png,Rendered mobile DOM anchors
